"","feature_1","feature_2","feature_3","feature_4","feature_5","feature_6","feature_7","feature_8","feature_9","feature_10","feature_11","feature_12","feature_13","feature_14","feature_15","feature_16","feature_17","feature_18","feature_19","feature_20","feature_21","feature_22","feature_23","feature_24","feature_25","feature_26","feature_27","feature_28","feature_29","feature_30","feature_31","feature_32","feature_33","feature_34","feature_35","feature_36","feature_37","feature_39","feature_40","feature_41","feature_44","feature_45","feature_46","feature_47","feature_48","feature_51","feature_52","feature_53"
"feature_24",0.262144122668373,-0.0312520868665046,0.542374746877087,-0.127847249351256,0.0465600054888316,0.841424596115956,0.743715891858688,0.490727019323879,0.997278708469094,0.0298075361254988,0.762977423707054,0.721636473330336,0.495528393059879,0.920936290211556,-0.0256342978529329,0.64616901947581,0.50004019414632,0.0295837281044798,0.713585513318848,0.0503334915474683,0.836983455403231,0.74603966868614,0.498634763694773,1.00000000000001,-0.581514666964082,0.741297201153867,0.520093989429922,0.377618956224964,0.935628087167817,0.462758091152964,0.417651064807973,0.251263121914451,0.465917729826197,0.24961427409515,-0.072152650932029,-0.0383201426166902,0.206538548165025,-0.0743398068749864,0.0815069143595755,0.0981501593121838,-0.0646993279147505,-0.0616703242417311,-0.00972476304902898,-0.0235420182066888,0.127849711434608,-0.0286436067394435,-0.0165457581094672,-0.0637383893498383
"feature_25",-0.106955260149876,0.0249756345479805,-0.417452427878641,0.0282010823202506,0.0331440293285442,-0.621076811011635,-0.383192766229873,-0.219909478718675,-0.600163112469166,0.127055843833446,-0.425569076619471,-0.2295273089166,-0.106734874180496,-0.408105309382405,-0.0425575927481048,-0.963691530064685,-0.514459254488899,-0.0632036401790978,-0.798094329925154,0.0381960300935785,-0.586019325985655,-0.374903474422922,-0.220776010732195,-0.581514666964082,1.00000000000006,-0.420678505251868,0.0341874217427066,0.0239332150084502,-0.557783988195805,-0.238431846080972,-0.132840188262123,-0.258508495702559,-0.234135238450612,0.0164079351703502,-0.0548408427641394,0.024332334155502,-0.125911965119978,-0.0427897822130172,-0.0261894048545211,-0.0532842361568363,0.0779003675515208,0.0182080147626757,-0.0403078174715119,-0.0103880415416653,-0.101632714811983,0.0562219982718301,0.06603544562351,0.0106989123496663
"feature_26",0.154013882353939,-0.0509189056299362,0.501414455873367,-0.18381787591366,0.0171143364460491,0.911446359274181,0.426506661906492,0.265175826404617,0.71853184918811,0.0305079987053324,0.994199779894375,0.49875482460718,0.286636722436337,0.825288253303229,-0.0551816833384817,0.450754627543195,0.147770616582135,-0.0386119255497231,0.320471428523669,0.021052068087587,0.93203022320546,0.437638595735356,0.271709863758218,0.741297201153867,-0.420678505251868,0.999999999999998,0.470566735692308,0.26127908402906,0.758421979386074,0.26538280396181,0.28865708881802,0.0742526438542313,0.273314663506482,0.225844129199607,-0.15258041845253,-0.00953025987540354,0.0601442764096716,-0.159557505756332,0.15148217805024,0.124175200109842,-0.0592315622162792,-0.0945335196665957,-0.0648118798834255,-0.0465556693567907,0.177430748095339,0.00548456268821158,0.00982767544120499,-0.135552873295754
"feature_27",0.199620416110883,-0.0026484900541605,0.305600347577114,-0.0998468213321756,0.234267401940046,0.355701554302384,0.599447602494134,0.587568764804782,0.488650226778708,0.44378480256668,0.455008129990844,0.863339532801773,0.801315150692266,0.678426377897389,-0.216361391454724,0.0409785140677672,-0.0744169063411388,-0.183909816305843,0.0697157778754731,0.258576355416816,0.375890550997735,0.628732389552803,0.607262831046858,0.520093989429922,0.0341874217427066,0.470566735692308,1.00000000000001,0.889521179120348,0.588785051619677,0.372990857538811,0.499662487261689,-0.0373934424242341,0.392656824967847,0.479940701427838,-0.11627700162642,-0.0255047618337561,0.138007860601148,-0.0763873651964784,0.0614739873740614,0.0832356674298364,-0.0358978004895842,-0.0544939807467233,-0.018217274037531,-0.0301749595952649,0.0802400252749175,0.00102088781783813,0.0170581815395406,-0.0615556677784007
"feature_28",0.18638511846905,0.00406290360741178,0.243926461650815,-0.0627543577591706,0.234934290517058,0.20896683219388,0.553845193022446,0.596157884144047,0.362569551985093,0.488660305528275,0.247242495076567,0.777826104686684,0.860034123239278,0.444549801094923,-0.239430536157239,0.0451770779563848,-0.0466958347004382,-0.270419374692568,0.12594261355105,0.263186764408798,0.216533565351969,0.578251971925573,0.618941943569849,0.377618956224964,0.0239332150084502,0.26127908402906,0.889521179120348,0.999999999999979,0.42517567317293,0.344615930776711,0.45017112197327,-0.0234639961819585,0.361130724459022,0.426917418642811,-0.0774426852611995,-0.0208325852464218,0.160898023883705,-0.0324324611519414,0.0329586801760157,0.0324055155344693,-0.023514739830589,-0.027805345279445,0.000885923758799447,-0.0168839487140317,0.0313141715495362,0.000442535606970772,0.0185056178781102,-0.0293593129740526
"feature_29",0.275291535395232,-0.0229805735465093,0.512098101894337,-0.13501911597738,0.136971582018052,0.774020892533005,0.792073559964543,0.602045328646148,0.921625282631679,0.0602054182693212,0.760301420371237,0.790141341787749,0.570551788756384,0.94790049917058,-0.0166506011341315,0.57971945857743,0.513111571334,0.0907054687296227,0.674351823496897,0.141136169622076,0.778789888935719,0.799390785303285,0.609099721314493,0.935628087167817,-0.557783988195805,0.758421979386074,0.588785051619677,0.42517567317293,0.999999999999979,0.492847406750557,0.457298632958381,0.257831303988178,0.49923664325744,0.282581910664025,-0.0675894108222571,-0.0311173967126616,0.178097798143073,-0.0787247535785806,0.0925727307757206,0.110334715152781,-0.061823182081645,-0.0713991816283997,-0.0209363235879813,-0.0330235642775625,0.152250189305119,-0.0258041283729352,-0.0176576875776505,-0.0778572521942412
"feature_30",0.1824670392681,-0.00911111765276126,0.276487426044416,-0.0589058630551168,0.357719649558131,0.321893281100236,0.622224287815342,0.575374039813427,0.462542986607086,0.273550449564147,0.279672064848229,0.56897017555813,0.523050740272372,0.442047230070245,0.180860240212204,0.286858767882831,0.460265809000343,0.250571404889677,0.401098447108085,0.359569108210039,0.316371037677369,0.62148233434245,0.575761233535838,0.462758091152964,-0.238431846080972,0.26538280396181,0.372990857538811,0.344615930776711,0.492847406750557,0.99999999999999,0.846739783605684,0.606767469761553,0.997707388647786,0.453837349462737,0.10562364858741,-0.0295432802128727,0.343384103624015,0.0087284917770191,0.00412455630897523,-0.00537041095581927,-0.00476494635486792,-0.0021392210827404,0.0065546305329547,7.49164107805242e-05,0.047809060980612,-0.0374733912510572,-0.0262418355255634,0.00386953794871974
"feature_31",0.156003186847187,-0.00648984456763836,0.240669157405069,-0.061741415514318,0.26813150302214,0.287310979163218,0.529221720424418,0.499211437387504,0.407863777306972,0.286582066419434,0.292763489115446,0.578755481800019,0.533418347532138,0.452238266533402,0.0502284939027636,0.182336351316111,0.254060464636823,0.101153747041543,0.25798630233659,0.277377788045775,0.290560796191623,0.538181121323275,0.5062211238142,0.417651064807973,-0.132840188262123,0.28865708881802,0.499662487261689,0.45017112197327,0.457298632958381,0.846739783605684,1.00000000000002,0.13658095330875,0.873495108100465,0.847118394606048,-0.0738505697001341,-0.0290048277107523,0.249041019160462,-0.0222645737094096,0.0619107747221062,0.0330772585130399,-0.0219794571950192,-0.0564898925029998,0.000729497750677236,-0.0182299125310142,0.0496032727408036,-0.00446997440702901,0.00592011774508521,-0.0305027106068436
"feature_32",0.0890645143724528,-0.0087654032245626,0.139511210364745,-0.0166010103517519,0.250450902287055,0.174712017955564,0.371694034955486,0.330831629724374,0.262603015524169,0.0946539965192298,0.0952183840740733,0.220579834656987,0.198285122453345,0.168947567123261,0.279756638595404,0.276181440165115,0.502485849839099,0.338097752772624,0.380267255000885,0.24456623804179,0.162224973674926,0.360865308760944,0.32523841229916,0.251263121914451,-0.258508495702559,0.0742526438542313,-0.0373934424242341,-0.0234639961819585,0.257831303988178,0.606767469761553,0.13658095330875,0.999999999999917,0.571636873851368,-0.4107241287121,0.259556358699992,-0.00970895291096584,0.23623477900333,0.0512870199199217,-0.0770650970166315,-0.0570184127727346,0.00629701420464967,0.072757132053327,0.0282650520691476,0.0211509222103869,0.0143640477456405,-0.0619034104529661,-0.0489417943678075,0.0514458757693088
"feature_33",0.182552127061706,-0.00881593113823288,0.27658190760353,-0.0602248876613269,0.355038777011612,0.3238519609055,0.623776695994134,0.579200735163246,0.464120134867464,0.280008129855908,0.286682598962655,0.580738553265184,0.533740495956073,0.451595719263296,0.172115085421241,0.282591780946441,0.448506368466587,0.241504316679244,0.394311448074044,0.35795360280315,0.319514028885569,0.624521388578764,0.580496976043673,0.465917729826197,-0.234135238450612,0.273314663506482,0.392656824967847,0.361130724459022,0.49923664325744,0.997707388647786,0.873495108100465,0.571636873851368,1.00000000000002,0.497307685788686,0.0904651339828228,-0.0295674723653724,0.337710118271877,0.00629688900746666,0.0095907827217984,-0.00224415711903543,-0.00761788732078343,-0.00709281658567639,0.00739361724891564,-0.00193485173605343,0.0496210344281643,-0.0354004802556895,-0.0234234497288701,0.000265272959945396
"feature_34",0.0958059625265046,-0.00127111817737571,0.146670045172383,-0.047920553465281,0.112434461209827,0.170715653473293,0.287699302811913,0.281998165119486,0.234523132592989,0.212990389429288,0.218376921066071,0.414351780943898,0.384583755489726,0.325604431674739,-0.103840637975741,0.0196672567871349,-0.0357157022262034,-0.0882658062378909,0.0334594393350798,0.12410131739252,0.180405174708084,0.301754264053938,0.291450149085491,0.24961427409515,0.0164079351703502,0.225844129199607,0.479940701427838,0.426917418642811,0.282581910664025,0.453837349462737,0.847118394606048,-0.4107241287121,0.497307685788686,0.999999999999997,-0.207205046931699,-0.0214874141080387,0.102489843772539,-0.0480039271625311,0.098321846268698,0.0610302541440235,-0.0236074700322547,-0.0910216227909357,-0.0144908356854621,-0.0281245454706781,0.0379487693246041,0.0290928213958675,0.0317026883981622,-0.055671397311557
"feature_35",-0.0233955945351791,-0.00232663476480094,-0.0695640825235106,0.037370244418117,0.0433556682569184,-0.114437105570697,0.00725876866940502,0.024262884737239,-0.0638580049958564,-0.0064476027590263,-0.148992095759771,-0.0570122973697829,-0.0311917585044671,-0.108050083448355,0.0486715511814653,0.0430239885428561,0.0943683046110337,0.0693690146347122,0.0620050817868082,0.03993897352844,-0.124676679485462,0.00128475873931476,0.019417024452267,-0.072152650932029,-0.0548408427641394,-0.15258041845253,-0.11627700162642,-0.0774426852611995,-0.0675894108222571,0.10562364858741,-0.0738505697001341,0.259556358699992,0.0904651339828228,-0.207205046931699,1.00000000000001,0.00312881652039966,0.036228252730762,0.172260670615263,-0.270365515709349,-0.249899527299251,0.133842713513015,0.226927525900968,0.0446856297948625,0.138254189135985,-0.01718575706575,-0.211934067930485,-0.151146284366209,0.148832203496808
"feature_36",-0.0202815611165053,0.0056633058186245,-0.0404781160745219,0.0211427360744685,-0.0140939095248567,-0.0237329657460169,-0.0361296663286039,-0.0248711649821751,-0.0400901702054425,-0.0154520295685937,-0.012883884742161,-0.0344121193234864,-0.0251091977746115,-0.0310789836450675,-0.00297603162289235,-0.0308645745731512,-0.0225925269712523,-0.0063144222556875,-0.0313190608864479,-0.0143891764527351,-0.0207801462818079,-0.0355482184356101,-0.0245801636447443,-0.0383201426166902,0.024332334155502,-0.00953025987540354,-0.0255047618337561,-0.0208325852464218,-0.0311173967126616,-0.0295432802128727,-0.0290048277107523,-0.00970895291096584,-0.0295674723653724,-0.0214874141080387,0.00312881652039966,1.00000000000001,-0.013668604949422,0.00463528291871463,-0.00891148032775206,-0.0220948660226369,0.0199604342216094,0.00998032238954894,-0.00836681426305479,0.00280640453739909,-0.0177982365910223,0.0340654201436596,-0.00764185894177301,-0.00239716655903034
"feature_37",0.140810108476521,0.0179380183830833,0.257019825372572,-0.0297406400966576,0.152685408675132,0.122961711646713,0.27781093627811,0.242208560450333,0.212424827136382,0.143714122861396,0.0721433670195399,0.236224896947422,0.2315633062618,0.146991624917569,0.0797743521552792,0.152692236533198,0.221095704629808,0.09961840693013,0.201161439209708,0.154516515613288,0.115117817742585,0.275054597091937,0.243499424387048,0.206538548165025,-0.125911965119978,0.0601442764096716,0.138007860601148,0.160898023883705,0.178097798143073,0.343384103624015,0.249041019160462,0.23623477900333,0.337710118271877,0.102489843772539,0.036228252730762,-0.013668604949422,0.999999999999971,0.0246903239537169,-0.0160215299073276,0.0106428757415306,0.00447758103578776,0.0107591065437918,-0.00708674125600895,-0.0140813941971333,0.0177027212233308,-0.00738557159410085,0.00689304124156771,-0.00239073309313236
"feature_39",-0.0425466275350472,-0.0027802701050713,-0.0956496274310352,0.042756167443449,0.0316430612972535,-0.121491912712385,0.00123649800866757,0.0185845772210351,-0.06650630532243,0.0263022351526091,-0.155136380558993,-0.0378644401775753,-0.00944783220711546,-0.108916105576361,0.0190619562259037,0.0420427156873444,0.0611831617328501,0.0209782498708325,0.0553111019594075,0.0315958524867426,-0.132404333999685,-0.00189935506663542,0.0167895873153895,-0.0743398068749864,-0.0427897822130172,-0.159557505756332,-0.0763873651964784,-0.0324324611519414,-0.0787247535785806,0.0087284917770191,-0.0222645737094096,0.0512870199199217,0.00629688900746666,-0.0480039271625311,0.172260670615263,0.00463528291871463,0.0246903239537169,0.999999999999954,-0.27043469989273,-0.331120401629873,0.184584141597804,0.179618156378677,0.0924031701449795,-0.041898980573248,-0.468237503153478,0.0790181063737137,-0.0164979706802834,0.47725259274068
"feature_40",0.0744048660185954,0.000951792859704458,0.0813192523243393,-0.0428792636466962,-0.0119534224672979,0.127497701155276,0.0259538951363591,0.0146991874842544,0.0760886604001892,-0.0178901658192031,0.148404294393143,0.0465897749261627,0.0244679812551446,0.106309938486477,-0.0183325442492386,0.0204318162139104,-0.0173865777246188,-0.0125905820033767,-0.00122839324836577,-0.0115306599260285,0.133972910761437,0.0282985179466044,0.0155316337581564,0.0815069143595755,-0.0261894048545211,0.15148217805024,0.0614739873740614,0.0329586801760157,0.0925727307757206,0.00412455630897523,0.0619107747221062,-0.0770650970166315,0.0095907827217984,0.098321846268698,-0.270365515709349,-0.00891148032775206,-0.0160215299073276,-0.27043469989273,1.00000000000015,-0.143568497851731,-0.288040815351897,-0.287425900884986,-0.272422515313807,0.289553255312378,0.241586336569264,-0.155868590836653,-0.233271744501307,-0.249950710784523
"feature_41",0.0975240964056964,0.0383407824147202,0.163518658746707,-0.0646451985704875,-0.0206088380730409,0.098803414002874,0.0454043309247629,0.0156604373180484,0.091032780261768,-0.0228147346108147,0.11947807587675,0.0686847305770312,0.0239115132854169,0.125024337637711,-0.0104943189870727,0.0357976886156204,-0.012470316474274,-0.0182813270907165,0.00210069096762378,-0.0206911299728832,0.103829946704687,0.048243328506562,0.0162396162056345,0.0981501593121838,-0.0532842361568363,0.124175200109842,0.0832356674298364,0.0324055155344693,0.110334715152781,-0.00537041095581927,0.0330772585130399,-0.0570184127727346,-0.00224415711903543,0.0610302541440235,-0.249899527299251,-0.0220948660226369,0.0106428757415306,-0.331120401629873,-0.143568497851731,0.999999999999836,-0.164471700053066,-0.164120583050282,-0.155553629341247,-0.203773852366082,0.574925893111849,-0.0890011788380377,-0.133198485588216,-0.142722198178697
"feature_44",-0.0414420402614534,-0.011993936607301,-0.0721511140208844,0.0263086243844218,0.0223220825310479,-0.0638943678837173,-0.0240757170874094,-0.00923279396263359,-0.0620412276935713,0.0135214068567207,-0.060694713488295,-0.0337755764015071,-0.0170403365822614,-0.065227805411751,0.0260386084919274,-0.0725763563172715,-0.00282946612353535,0.0208450647204142,-0.0405858170319406,0.0212712838606978,-0.064634310538928,-0.0260395384015964,-0.010697485845521,-0.0646993279147505,0.0779003675515208,-0.0592315622162792,-0.0358978004895842,-0.023514739830589,-0.061823182081645,-0.00476494635486792,-0.0219794571950192,0.00629701420464967,-0.00761788732078343,-0.0236074700322547,0.133842713513015,0.0199604342216094,0.00447758103578776,0.184584141597804,-0.288040815351897,-0.164471700053066,0.999999999999931,-0.329274369135347,-0.312086529404721,-0.339542340277117,-0.286074608960194,0.541133695397541,0.343337669101935,-0.0253848325237128
"feature_45",-0.0484769963167175,-0.00939234162070048,-0.0495004210391998,0.0189235258578311,-0.0130643951604404,-0.0760310030269398,-0.0356013009384649,-0.0187309764148993,-0.0578094398087107,-0.0128797866871484,-0.0922511566091697,-0.04935023300704,-0.0242492574144217,-0.0793232232930762,-0.00305418130715009,-0.0155174928354187,-0.000496711034939066,0.00322416611215946,-0.00698435886013151,-0.0135736318502548,-0.0809418464178854,-0.0371459246048481,-0.0188873586995102,-0.0616703242417311,0.0182080147626757,-0.0945335196665957,-0.0544939807467233,-0.027805345279445,-0.0713991816283997,-0.0021392210827404,-0.0564898925029998,0.072757132053327,-0.00709281658567639,-0.0910216227909357,0.226927525900968,0.00998032238954894,0.0107591065437918,0.179618156378677,-0.287425900884986,-0.164120583050282,-0.329274369135347,0.999999999999873,-0.311420281735464,-0.0709124093452131,-0.217803950172811,-0.178181456169863,0.200357220775469,0.236169654540916
"feature_46",-0.0400627785499728,-0.00308621090646514,-0.0556274242411054,0.0351871157749258,0.0148722362161315,-0.0401257116100414,0.00797278365507547,0.00485217582054586,-0.00676727167007649,0.0308063900365187,-0.0597496856623436,-0.00229614781107306,0.00403069025736534,-0.0316692328880771,0.000462226827156007,0.0485895856568424,0.0278988345054333,-0.00122013075508948,0.0488212163388141,0.0161260561466826,-0.0436689208159972,0.0075529912827821,0.00536061883258978,-0.00972476304902898,-0.0403078174715119,-0.0648118798834255,-0.018217274037531,0.000885923758799447,-0.0209363235879813,0.0065546305329547,0.000729497750677236,0.0282650520691476,0.00739361724891564,-0.0144908356854621,0.0446856297948625,-0.00836681426305479,-0.00708674125600895,0.0924031701449795,-0.272422515313807,-0.155553629341247,-0.312086529404721,-0.311420281735464,0.999999999999919,0.2745147406411,-0.074874760453989,-0.168880536940542,-0.25274532382036,0.112016333619184
"feature_47",-0.0536600206279229,-0.0118883729564948,-0.0584036800240089,0.0573954278604044,0.00453544127663092,-0.0262158398443878,-0.0158294865045684,-0.0102912945728299,-0.0206664295807305,0.000545783752264599,-0.0412022575814524,-0.0254738517995472,-0.0149597798268317,-0.0353971913498924,0.00131689195167967,0.0202822120352338,0.00338654175360647,0.00648013555739248,0.0121245341487979,0.00416124949011368,-0.0289833312549697,-0.0169315961104115,-0.0103946980497912,-0.0235420182066888,-0.0103880415416653,-0.0465556693567907,-0.0301749595952649,-0.0168839487140317,-0.0330235642775625,7.49164107805242e-05,-0.0182299125310142,0.0211509222103869,-0.00193485173605343,-0.0281245454706781,0.138254189135985,0.00280640453739909,-0.0140813941971333,-0.041898980573248,0.289553255312378,-0.203773852366082,-0.339542340277117,-0.0709124093452131,0.2745147406411,0.999999999999993,-0.354434988591537,-0.221231981200175,-0.331094096103803,-0.354767375854448
"feature_48",0.162643116916508,0.0469820641982052,0.192151059504702,-0.110663739635387,-0.0124631348307234,0.146303853896145,0.0630610823833702,0.0311814059024995,0.119429084292058,-0.0223827192230303,0.170289873064879,0.0781710511590343,0.0289349965961439,0.153953367098767,-0.0146461428100845,0.0712074597388152,0.0116102044949907,-0.0114577889181414,0.0352604531886944,-0.0125808062358585,0.153483576867717,0.0658698063708034,0.0311949536415073,0.127849711434608,-0.101632714811983,0.177430748095339,0.0802400252749175,0.0313141715495362,0.152250189305119,0.047809060980612,0.0496032727408036,0.0143640477456405,0.0496210344281643,0.0379487693246041,-0.01718575706575,-0.0177982365910223,0.0177027212233308,-0.468237503153478,0.241586336569264,0.574925893111849,-0.286074608960194,-0.217803950172811,-0.074874760453989,-0.354434988591537,0.999999999999839,-0.154804610305953,-0.231679399352224,-0.248244512707801
"feature_51",-0.0353944928909653,-0.0108067674151918,-0.0439810501550968,0.0120324114593602,-0.0167917057715562,-0.012022752309022,-0.0340779129680029,-0.0274537560045873,-0.029653265764829,-0.00743921176023853,0.00222936882267397,-0.019723287519387,-0.0147342603887004,-0.0172387892876413,-0.0113934096740061,-0.0543797066518212,-0.0407945052894198,-0.0171719032459387,-0.0449141822831096,-0.0164690498718497,-0.00921372017122584,-0.0332125460979956,-0.0266941430620978,-0.0286436067394435,0.0562219982718301,0.00548456268821158,0.00102088781783813,0.000442535606970772,-0.0258041283729352,-0.0374733912510572,-0.00446997440702901,-0.0619034104529661,-0.0354004802556895,0.0290928213958675,-0.211934067930485,0.0340654201436596,-0.00738557159410085,0.0790181063737137,-0.155868590836653,-0.0890011788380377,0.541133695397541,-0.178181456169863,-0.168880536940542,-0.221231981200175,-0.154804610305953,1.00000000000003,-0.144610137745276,-0.154949785253065
"feature_52",-0.0363590333960724,0.00779163090245851,-0.0237933957831383,-0.0349253475706481,0.0001644585711707,-0.0053175250979455,-0.0124802760515401,-0.00535821209746882,-0.0179603456574583,0.0187401629075361,0.00783104819395074,0.00190653173556749,0.00811583846525289,-0.00863086268918878,-0.00433853211422517,-0.0562422457642764,-0.0266049851326731,-0.00747409165381571,-0.0379970031452074,0.00144609270716141,-0.00237034408399131,-0.0112587628651107,-0.00399503445969203,-0.0165457581094672,0.06603544562351,0.00982767544120499,0.0170581815395406,0.0185056178781102,-0.0176576875776505,-0.0262418355255634,0.00592011774508521,-0.0489417943678075,-0.0234234497288701,0.0317026883981622,-0.151146284366209,-0.00764185894177301,0.00689304124156771,-0.0164979706802834,-0.233271744501307,-0.133198485588216,0.343337669101935,0.200357220775469,-0.25274532382036,-0.331094096103803,-0.231679399352224,-0.144610137745276,0.999999999999939,-0.231896667071031
"feature_53",-0.0391050733298835,-0.0326802110980237,-0.0689237948472003,0.0676018820539093,0.0188534285328151,-0.101573486188529,-0.00814796685453993,0.00563610656735314,-0.056653147979943,0.0090552276502702,-0.130526716638623,-0.0358097522244376,-0.00853144639138524,-0.0914783873939022,0.0253241671296078,-0.00268618339896191,0.038835286092421,0.0231342858881814,0.0186962785815509,0.0179570801205361,-0.110291902340097,-0.0114354890406929,0.00389988981762216,-0.0637383893498383,0.0106989123496663,-0.135552873295754,-0.0615556677784007,-0.0293593129740526,-0.0778572521942412,0.00386953794871974,-0.0305027106068436,0.0514458757693088,0.000265272959945396,-0.055671397311557,0.148832203496808,-0.00239716655903034,-0.00239073309313236,0.47725259274068,-0.249950710784523,-0.142722198178697,-0.0253848325237128,0.236169654540916,0.112016333619184,-0.354767375854448,-0.248244512707801,-0.154949785253065,-0.231896667071031,1.0000000000001
